Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary_estimate,Max_salary_estimate,HQ_city,HQ_state,Job_city,Job_state,Company_age,Avg_salary_estimate,Seniority
Sr Scientist - Extractables & Leachables,3.5,Ritedose,201-500,1995,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,90000,109000,Columbia, SC,Columbia, SC,28,99500,Junior
Sr Data Scientist,4.2,bioMérieux,10000+,1963,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 - $5 billion ,90000,109000,Marcy-l'Etoile, France,Saint Louis, MO,60,99500,Junior
Data Scientist,4.5,Novetta,501-1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 - $500 million ,101000,165000,Mc Lean, VA,Herndon, VA,11,133000,Junior
Experienced Data Scientist,4.4,Guzman & Griffin Technologies (GGTI),1-50,1997,Company - Private,Federal Agencies,Government,N/A,101000,165000,Mays Landing, NJ,Washington, DC,26,133000,Junior
Data Scientist,3.5,Leidos,10000+,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,101000,165000,Reston, VA,Fort Meade, MD,54,133000,Junior
Data Scientist,4.5,Demandbase,201-500,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 - $500 million ,101000,165000,San Francisco, CA,San Francisco, CA,17,133000,Junior
Say Business Data Analyst,4.1,Shelter Insurance,1001-5000,1946,Company - Private,Insurance Carriers,Insurance,$1 - $2 billion ,101000,165000,Columbia, MO,Columbia, MO,77,133000,Junior
Data Analyst,2.7,USAC,501-1000,1997,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 - $50 million ,101000,165000,Washington, DC,Washington, DC,26,133000,Junior
Computational Scientist,3.4,General Dynamics Information Technology,10000+,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion ,101000,165000,Fairfax, VA,Vicksburg, MS,27,133000,Junior
Data Scientist,4.4,Offerpad,201-500,2015,Company - Private,Real Estate,Real Estate,N/A,101000,165000,Chandler, AZ,Chandler, AZ,8,133000,Junior
Senior Data Analyst,4.0,Autodesk,5001-10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,101000,165000,San Rafael, CA,San Francisco, CA,41,133000,Senior
Senior Data Analyst,4.2,Autodesk,5001-10000,1968,Company - Public,Research & Development,Business Services,$1 - $2 billion ,101000,165000,Herndon, VA,San Francisco, CA,55,133000,Senior
Sr Data Analyst,2.3,United BioSource,1001-5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,101000,165000,Blue Bell, PA,Blue Bell, PA,20,133000,Junior
Data Scientist,3.4,Kelly,5001-10000,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 - $10 billion ,101000,165000,Troy, MI,Chicago, IL,77,133000,Junior
"Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,501-1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,101000,165000,Chicago, IL,Redwood City, CA,8,133000,Junior
Data Scientist,4.7,C3.ai,201-500,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 - $500 million ,101000,165000,Redwood City, CA,Redwood City, CA,14,133000,Junior
Senior Data Scientist - Algorithms,3.9,Quartet Health,201-500,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,101000,165000,New York, NY,New York, NY,9,133000,Senior
Data Analyst,3.3,Midland Credit Management,1001-5000,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 - $2 billion ,101000,165000,San Diego, CA,San Diego, CA,70,133000,Junior
Senior Data & Machine Learning Scientist,3.3,Tempus Labs,501-1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,101000,165000,Chicago, IL,Chicago, IL,8,133000,Senior
Data Engineer,4.4,Resurgent Capital Services,201-500,1998,Company - Private,Venture Capital & Private Equity,Finance,$50 - $100 million ,101000,165000,Greenville, SC,Cincinnati, OH,25,133000,Junior
"Data Scientist - Statistics, Early Career",3.7,PNNL,1001-5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million - $1 billion ,56000,97000,Richland, WA,Richland, WA,58,76500,Junior
Data Scientist,3.5,Buckman,1001-5000,1945,Company - Private,Chemical Manufacturing,Manufacturing,$500 million - $1 billion ,56000,97000,Memphis, TN,Memphis, TN,78,76500,Junior
Machine Learning Engineer,3.6,Buckman,501-1000,1967,Nonprofit Organization,Federal Agencies,Government,$50 - $100 million ,56000,97000,Arlington, VA,Memphis, TN,56,76500,Junior
Research Scientist - Patient-Centered Research (Remote),3.8,Evidera,501-1000,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,56000,97000,Bethesda, MD,Bethesda, MD,10,76500,Junior
Jr. Business Data Analyst (position added 6/12/2020),4.7,webfx.com,201-500,1997,Company - Private,Advertising & Marketing,Business Services,$25 - $50 million ,56000,97000,Harrisburg, PA,Harrisburg, PA,26,76500,Junior
Sr. Data Scientist II,3.5,Argo Group US,1001-5000,1948,Company - Public,Insurance Carriers,Insurance,$1 - $2 billion ,56000,97000,Hamilton, Bermuda,New York, NY,75,76500,Junior
Data Scientist,3.3,BWX Technologies,5001-10000,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million - $1 billion ,56000,97000,Lynchburg, VA,Oak Ridge, TN,173,76500,Junior
Senior Data Analyst,3.9,Life360,51-200,2008,Company - Public,Internet,Information Technology,N/A,56000,97000,San Francisco, CA,San Francisco, CA,15,76500,Senior
Lead Data Scientist,3.7,MassMutual,5001-10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,56000,97000,Springfield, MA,Boston, MA,172,76500,Junior
Production Engineer - Statistics/Data Analysis,3.9,Natera,501-1000,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,56000,97000,San Carlos, CA,San Carlos, CA,19,76500,Junior
Statistical Scientist,4.0,Genentech,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,56000,97000,South San Francisco, CA,South San Francisco, CA,47,76500,Junior
Computational Behavioral Scientist,4.2,Ntrepid,201-500,2010,Company - Private,IT Services,Information Technology,$50 - $100 million ,56000,97000,Herndon, VA,Herndon, VA,13,76500,Junior
Principal Data Scientist - Machine Learning,3.6,Constant Contact,Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,N/A,56000,97000,Waltham, MA,Waltham, MA,28,76500,Junior
Principal Machine Learning Scientist,4.7,Sage Intacct,501-1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,N/A,56000,97000,San Jose, CA,San Francisco, CA,24,76500,Junior
Data Engineer,4.1,Shape Security,51-200,2011,Company - Private,IT Services,Information Technology,N/A,56000,97000,Mountain View, CA,Santa Clara, CA,12,76500,Junior
Principal Data Scientist,4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,56000,97000,Cambridge, United Kingdom,Gaithersburg, MD,110,76500,Junior
Senior Data Scientist - R&D Oncology,4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,56000,97000,Cambridge, United Kingdom,New York, NY,110,76500,Senior
"Health Plan Data Analyst, Sr",3.8,Cook Children's Health Care System,5001-10000,1918,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 - $500 million ,56000,97000,Fort Worth, TX,Fort Worth, TX,105,76500,Junior
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,Rubius Therapeutics,201-500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,56000,97000,Cambridge, MA,Smithfield, RI,10,76500,Junior
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,501-1000,1992,Company - Private,Lending,Finance,$100 - $500 million ,56000,97000,Cedar Rapids, IA,Cedar Rapids, IA,31,76500,Junior
Data Scientist - Contract,4.1,Upside Business Travel,51-200,2015,Company - Private,Internet,Information Technology,N/A,79000,106000,Washington, DC,Remote,,8,92500,Junior
Data Scientist,3.4,Spectrum Communications and Consulting,51-200,1992,Company - Private,Advertising & Marketing,Business Services,$10 - $25 million ,79000,106000,Chicago, IL,Chicago, IL,31,92500,Junior
Data Scientist,4.1,Coverent,51-200,2008,Company - Private,Consulting,Business Services,$10 - $25 million ,79000,106000,McLean, VA,McLean, VA,15,92500,Junior
Machine Learning Engineer,3.7,Mteq,501-1000,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 - $500 million ,79000,106000,Lorton, VA,Fort Belvoir, VA,69,92500,Junior
Data Engineer,4.4,Rocket Lawyer,51-200,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 - $100 million ,79000,106000,San Francisco, CA,San Francisco, CA,15,92500,Junior
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,10000+,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,79000,106000,Basel, Switzerland,Cambridge, MA,27,92500,Senior
Data Engineer,3.6,Alion Science & Technology,1001-5000,2001,Company - Private,Research & Development,Business Services,$1 - $2 billion ,79000,106000,Mc Lean, VA,Linthicum Heights, MD,22,92500,Junior
Data Science Instructor,4.5,Novetta,501-1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 - $500 million ,79000,106000,Mc Lean, VA,Herndon, VA,11,92500,Junior
Senior Business Intelligence Analyst,3.7,Protolabs,1001-5000,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 - $500 million ,79000,106000,Maple Plain, MN,Maple Plain, MN,24,92500,Senior
In-Line Inspection Data Analyst,2.9,Quest Integrity,201-500,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 - $100 million ,79000,106000,Kent, WA,Tulsa, OK,27,92500,Junior
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,1-50,2011,Company - Private,IT Services,Information Technology,$1 - $5 million ,79000,106000,Woodbine, MD,Annapolis Junction, MD,12,92500,Junior
Data Scientist,3.4,Dice.com,201-500,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 - $500 million ,79000,106000,Denver, CO,Newton, MA,33,92500,Junior
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,1-50,2011,Company - Private,IT Services,Information Technology,$1 - $5 million ,79000,106000,Woodbine, MD,Baltimore, MD,12,92500,Junior
Data Science Software Engineer,4.8,Klaviyo,201-500,2012,Company - Private,Computer Hardware & Software,Information Technology,N/A,79000,106000,Boston, MA,Boston, MA,11,92500,Junior
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1001-5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million - $1 billion ,79000,106000,San Antonio, TX,Oklahoma City, OK,76,92500,Junior
AI Ops Data Scientist,4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,79000,106000,Cambridge, United Kingdom,Gaithersburg, MD,110,92500,Junior
"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,501-1000,2010,Company - Private,IT Services,Information Technology,$100 - $500 million ,79000,106000,Reston, VA,Fort Belvoir, VA,13,92500,Senior
Analytics Manager - Data Mart,3.5,Central California Alliance for Health,501-1000,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million - $1 billion ,79000,106000,Scotts Valley, CA,Scotts Valley, CA,27,92500,Junior
Data Modeler (Analytical Systems),3.7,MassMutual,5001-10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,79000,106000,Springfield, MA,Boston, MA,172,92500,Junior
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,501-1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,79000,106000,Chicago, IL,Redwood City, CA,8,92500,Senior
Report Writer-Data Analyst,3.1,Security Finance Corporation of Spartanburg,1001-5000,1955,Company - Private,Lending,Finance,N/A,79000,106000,Spartanburg, SC,Spartanburg, SC,68,92500,Junior
Data Scientist/Machine Learning,4.3,PulsePoint,51-200,2011,Company - Private,Internet,Information Technology,$100 - $500 million ,71000,123000,New York, NY,New York, NY,12,97000,Junior
Data Scientist - Risk,4.2,LSQ,51-200,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 - $500 million ,71000,123000,Orlando, FL,Orlando, FL,27,97000,Junior
Data Engineer,4.4,Resurgent Capital Services,201-500,1998,Company - Private,Venture Capital & Private Equity,Finance,$50 - $100 million ,71000,123000,Greenville, SC,Cincinnati, OH,25,97000,Junior
Staff Data Scientist - Pricing,3.6,Opendoor,501-1000,2014,Company - Private,Real Estate,Real Estate,$2 - $5 billion ,71000,123000,San Francisco, CA,San Francisco, CA,9,97000,Junior
Data Scientist,4.5,Global Data Management Inc,51-200,2008,Company - Private,IT Services,Information Technology,$5 - $10 million ,71000,123000,Woodbridge, NJ,Hartford, CT,15,97000,Junior
Data Scientist,3.0,Photon Infotech,1001-5000,1999,Company - Private,IT Services,Information Technology,$100 - $500 million ,71000,123000,Chennai, India,Chicago, IL,24,97000,Junior
Data Scientist,5.0,REE,51-200,2018,Company - Private,Transportation Equipment Manufacturing,Manufacturing,N/A,71000,123000,Tel Aviv-Yafo, Israel,United States,,5,97000,Junior
Machine Learning Engineer,3.6,Riverside Research Institute,501-1000,1967,Nonprofit Organization,Federal Agencies,Government,$50 - $100 million ,71000,123000,Arlington, VA,Beavercreek, OH,56,97000,Junior
Equity Data Insights Analyst - Quantitative Analyst,3.6,T. Rowe Price,5001-10000,1937,Company - Public,Investment Banking & Asset Management,Finance,$2 - $5 billion ,71000,123000,Baltimore, MD,Baltimore, MD,86,97000,Junior
Research Scientist - Patient-Centered Research (Remote),3.8,Evidera,501-1000,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,71000,123000,Bethesda, MD,Bethesda, MD,10,97000,Junior
Data Scientist,3.3,BWX Technologies,5001-10000,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million - $1 billion ,71000,123000,Lynchburg, VA,Oak Ridge, TN,173,97000,Junior
Operations Data Analyst,3.8,Brighthouse Financial,1001-5000,2017,Company - Public,Insurance Carriers,Insurance,N/A,71000,123000,Charlotte, NC,Charlotte, NC,6,97000,Junior
Sr. Data Scientist II,3.5,Argo Group US,1001-5000,1948,Company - Public,Insurance Carriers,Insurance,$1 - $2 billion ,71000,123000,Hamilton, Bermuda,New York, NY,75,97000,Junior
Data Scientist,3.3,II-VI Incorporated,10000+,1971,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 - $2 billion ,71000,123000,Saxonburg, PA,Champaign, IL,52,97000,Junior
Data Scientist,3.8,PayPal,10000+,1998,Company - Public,Internet,Information Technology,$10+ billion ,71000,123000,San Jose, CA,Texas,,25,97000,Junior
Senior Data Analyst,3.9,Life360,51-200,2008,Company - Public,Internet,Information Technology,N/A,71000,123000,San Francisco, CA,San Francisco, CA,15,97000,Senior
Data Scientist,4.7,Oversight Systems,51-200,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 - $50 million ,90000,124000,Atlanta, GA,Atlanta, GA,20,107000,Junior
Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,1001-5000,1925,Company - Private,Insurance Carriers,Insurance,$1 - $2 billion ,90000,124000,Sheboygan, WI,Sheboygan, WI,98,107000,Senior
Software Data Engineer,3.1,1010data,201-500,2000,Company - Private,Computer Hardware & Software,Information Technology,$50 - $100 million ,90000,124000,New York, NY,New York, NY,23,107000,Junior
Data Scientist,3.6,Gigya,201-500,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 - $25 million ,90000,124000,Mountain View, CA,Palo Alto, CA,17,107000,Junior
Real World Evidence (RWE) Scientist,5.0,Genesis Research,1-50,2009,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,90000,124000,Hoboken, NJ,Hoboken, NJ,14,107000,Junior
Data Scientist,3.7,Sanofi,10000+,1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,90000,124000,Paris, France,Cambridge, MA,50,107000,Junior
Data Scientist,3.7,XPO Logistics,10000+,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion ,90000,124000,Greenwich, CT,Lebanon, IN,12,107000,Junior
Data Scientist,3.9,Trace Data,51-200,2000,Company - Private,Insurance Carriers,Insurance,$10 - $25 million ,90000,124000,Santa Ana, CA,Oakland, CA,23,107000,Junior
Computer Scientist 1,4.2,Rincon Research Corporation,201-500,1983,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 - $100 million ,90000,124000,Tucson, AZ,Melbourne, FL,40,107000,Junior
Lead Data Scientist,3.7,MassMutual,5001-10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,90000,124000,Springfield, MA,Boston, MA,172,107000,Junior
Data Scientist,3.3,Parker Hannifin,10000+,1917,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion ,90000,124000,Cleveland, OH,Cleveland, OH,106,107000,Junior
Data Scientist,4.1,Gallup,1001-5000,1935,Company - Private,Consulting,Business Services,N/A,90000,124000,Washington, DC,New York, NY,88,107000,Junior
Data Scientist,3.3,Insider Inc,201-500,2007,Company - Private,News Outlet,Media,$50 - $100 million ,90000,124000,New York, NY,New York, NY,16,107000,Junior
Data Scientist,3.9,Rapid Value Solutions,201-500,2009,Company - Private,IT Services,Information Technology,N/A,90000,124000,Pleasanton, CA,San Francisco, CA,14,107000,Junior
Environmental Data Science,3.1,Battelle,10000+,1929,Nonprofit Organization,Research & Development,Business Services,$5 - $10 billion ,90000,124000,Columbus, OH,Norwell, MA,94,107000,Junior
Computational Behavioral Scientist,4.2,Ntrepid,201-500,2010,Company - Private,IT Services,Information Technology,$50 - $100 million ,90000,124000,Herndon, VA,Herndon, VA,13,107000,Junior
Staff BI and Data Engineer,2.9,Affinity Solutions,51-200,1998,Company - Private,Advertising & Marketing,Business Services,N/A,90000,124000,New York, NY,San Jose, CA,25,107000,Junior
Principal Machine Learning Scientist,4.7,Sage Intacct,501-1000,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,N/A,90000,124000,San Jose, CA,San Francisco, CA,24,107000,Junior
Principal Data Scientist - Machine Learning,3.6,Constant Contact,Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,N/A,90000,124000,Waltham, MA,Waltham, MA,28,107000,Junior
Data Scientist-Human Resources,3.8,MIT Lincoln Laboratory,1001-5000,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,N/A,91000,150000,Lexington, MA,Lexington, MA,72,120500,Junior
Associate Data Scientist,3.3,Puget Sound Energy,1001-5000,1999,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 - $5 billion ,91000,150000,Bellevue, WA,Bothell, WA,24,120500,Junior
"Data Scientist - Statistics, Mid-Career",3.7,Pacific Northwest National Laboratory,1001-5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million - $1 billion ,91000,150000,Richland, WA,Richland, WA,58,120500,Junior
Director of Data Science,3.8,Analysis Group,1001-5000,1981,Private Practice / Firm,Consulting,Business Services,$100 - $500 million ,91000,150000,Boston, MA,Boston, MA,42,120500,Junior
Data Scientist,3.2,US Pharmacopeia,1001-5000,1820,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,91000,150000,Rockville, MD,Rockville, MD,203,120500,Junior
Data Scientist,4.6,Itlize Global,201-500,2010,Company - Private,IT Services,Information Technology,$10 - $25 million ,91000,150000,Piscataway, NJ,Piscataway, NJ,13,120500,Junior
Data Scientist,3.5,eBay,10000+,1995,Company - Public,Internet,Information Technology,$10+ billion ,91000,150000,San Jose, CA,San Jose, CA,28,120500,Junior
"Data Engineer, Digital & Comp Pathology",5.0,Paige,1-50,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,91000,150000,New York, NY,New York, NY,5,120500,Junior
Data Engineer,4.1,Shape Security,51-200,2011,Company - Private,IT Services,Information Technology,N/A,91000,150000,Mountain View, CA,Santa Clara, CA,12,120500,Junior
"Manager / Lead, Data Science & Analytics",4.1,ABIOMED,1001-5000,1981,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,91000,150000,Danvers, MA,Danvers, MA,42,120500,Junior
Data Scientist,3.2,"Metronome, LLC",51-200,2011,Company - Private,IT Services,Information Technology,$10 - $25 million ,91000,150000,Fairfax, VA,Vienna, VA,12,120500,Junior
Data Scientist,4.7,Lawrence Livermore National Lab,1001-5000,1952,Government,Federal Agencies,Government,$1 - $2 billion ,91000,150000,Livermore, CA,Livermore, CA,71,120500,Junior
Diversity and Inclusion Data Analyst,3.8,FHLBank Pittsburgh,201-500,1932,Company - Private,Banks & Credit Unions,Finance,$1 - $2 billion ,91000,150000,Pittsburgh, PA,Pittsburgh, PA,91,120500,Junior
Data Scientist,3.6,Jacobs,10000+,1947,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion ,91000,150000,Dallas, TX,Herndon, VA,76,120500,Junior
Data Scientist,4.8,Klaviyo,201-500,2012,Company - Private,Computer Hardware & Software,Information Technology,N/A,91000,150000,Boston, MA,Boston, MA,11,120500,Junior
Data Scientist,3.3,Underwriters Laboratories,10000+,1894,Company - Private,Consulting,Business Services,$2 - $5 billion ,91000,150000,Northbrook, IL,Northbrook, IL,129,120500,Junior
Data Scientist,3.7,Altus Group,1001-5000,2005,Company - Public,Real Estate,Real Estate,$100 - $500 million ,91000,150000,Toronto, Canada,Irvine, CA,18,120500,Junior
Data Scientist,5.0,Jobot,51-200,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 - $50 million ,91000,150000,Irvine, CA,Irvine, CA,5,120500,Junior
Senior Analyst/Data Scientist,3.4,Edmunds.com,501-1000,1966,Company - Private,Internet,Information Technology,$100 - $500 million ,141000,225000,Santa Monica, CA,Santa Monica, CA,57,183000,Senior
Data Scientist,5.0,Cohere Health,1-50,2019,Company - Private,IT Services,Information Technology,N/A,141000,225000,Boston, MA,Boston, MA,4,183000,Junior
Senior Data Scientist - R&D Oncology,4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,141000,225000,Cambridge, United Kingdom,New York, NY,110,183000,Senior
Data Scientist,4.2,Oshkosh Corporation,10000+,1917,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 - $10 billion ,141000,225000,Oshkosh, WI,Oshkosh, WI,106,183000,Junior
Data Scientist,3.4,Mackin,51-200,1960,Company - Private,Architectural & Engineering Services,Business Services,$10 - $25 million ,141000,225000,Pittsburgh, PA,Menlo Park, CA,63,183000,Junior
Data Scientist,4.4,VBeyond Corporation,201-500,2006,Company - Private,Staffing & Outsourcing,Business Services,$5 - $10 million ,141000,225000,Hillsborough, NJ,Dallas, TX,17,183000,Junior
Data Scientist Machine Learning,3.5,Leidos,10000+,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,141000,225000,Reston, VA,Arlington, VA,54,183000,Junior
Data Scientist,3.7,Take-Two,1001-5000,1993,Company - Public,Video Games,Media,$1 - $2 billion ,141000,225000,New York, NY,San Francisco, CA,30,183000,Junior
Data Scientist,3.4,SleePare,1-50,2017,Company - Private,Other Retail Stores,Retail,N/A,141000,225000,New York, NY,New York, NY,6,183000,Junior
Data Analyst,4.5,ShorePoint,1-50,2017,Company - Private,IT Services,Information Technology,N/A,141000,225000,Washington, DC,Reston, VA,6,183000,Junior
Data Scientist,3.5,Dolphin,1001-5000,1990,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,N/A,141000,225000,Lake Buena Vista, FL,New York, NY,33,183000,Junior
Data Scientist,3.6,TE Connectivity,10000+,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion ,141000,225000,Schaffhausen, Switzerland,Hampton, VA,16,183000,Junior
Data Scientist,3.2,State of Virginia,10000+,1788,Government,State & Regional Agencies,Government,$10+ billion ,141000,225000,Richmond, VA,Richmond, VA,235,183000,Junior
Data Scientist,3.7,TA Digital,501-1000,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 - $50 million ,141000,225000,Newark, CA,New York, NY,23,183000,Junior
Data Scientist,4.0,Market America Inc,501-1000,1992,Company - Private,Other Retail Stores,Retail,$100 - $500 million ,141000,225000,Greensboro, NC,Monterey, CA,31,183000,Junior
Data Scientist,3.2,Triplebyte,51-200,2015,Company - Private,Computer Hardware & Software,Information Technology,N/A,145000,225000,San Francisco, CA,Chicago, IL,8,185000,Junior
Data Scientist,4.5,Kingfisher Systems,51-200,2005,Company - Private,Federal Agencies,Government,$25 - $50 million ,145000,225000,Falls Church, VA,McLean, VA,18,185000,Junior
Chief Scientist,3.4,TrueAccord,51-200,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,145000,225000,San Francisco, CA,Remote,,10,185000,Junior
Data Scientist,3.9,ALTA IT Services,201-500,2004,Company - Private,IT Services,Information Technology,$10 - $25 million ,145000,225000,Rockville, MD,Woodlawn, MD,19,185000,Junior
Data Scientist,3.4,ASRC Federal Holding Company,5001-10000,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million - $1 billion ,145000,225000,Beltsville, MD,Reston, VA,20,185000,Junior
Data Scientist,4.4,Adwait Algorithm,51-200,2015,Company - Private,IT Services,Information Technology,N/A,145000,225000,Houston, TX,New York, NY,8,185000,Junior
"Health Plan Data Analyst, Sr",3.8,Cook Children's Health Care System,5001-10000,1918,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 - $500 million ,145000,225000,Fort Worth, TX,Fort Worth, TX,105,185000,Junior
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,Rubius Therapeutics,201-500,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,145000,225000,Cambridge, MA,Smithfield, RI,10,185000,Junior
Data Scientist,3.5,Cambridge FX,201-500,1992,Company - Public,Financial Transaction Processing,Finance,$100 - $500 million ,145000,225000,Toronto, Canada,Atlanta, GA,31,185000,Junior
Senior Data Scientist,3.8,Metromile,201-500,2011,Company - Private,Insurance Carriers,Insurance,N/A,145000,225000,San Francisco, CA,San Francisco, CA,12,185000,Senior
Data Scientist,3.9,Criteo,1001-5000,2005,Company - Public,Internet,Information Technology,$2 - $5 billion ,145000,225000,Paris, France,Ann Arbor, MI,18,185000,Junior
Data Scientist,3.8,Enterprise Solutions Inc,51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 - $50 million ,145000,225000,Naperville, IL,New York, NY,23,185000,Junior
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,501-1000,1992,Company - Private,Lending,Finance,$100 - $500 million ,145000,225000,Cedar Rapids, IA,Cedar Rapids, IA,31,185000,Junior
"Development Scientist, Voltaren",3.9,GSK,10000+,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,145000,225000,Brentford, United Kingdom,Richmond, VA,193,185000,Junior
Data Scientist,3.7,GovTech,1001-5000,2016,Government,Federal Agencies,Government,N/A,79000,147000,Singapore, Singapore,San Francisco, CA,7,113000,Junior
