Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary_estimate,Max_salary_estimate,HQ_city,HQ_state,Job_city,Job_state,Company_age,Avg_salary_estimate,Seniority
Data Scientist,3.4,"MILVETS Systems Technology, Inc.",51-200,1986,Company - Private,IT Services,Information Technology,$25 - $50 million ,66000,112000,Orlando, FL,Patuxent, Anne Arundel,37,89000,Junior
Machine Learning Scientist / Engineer,4.1,Apple,10000+,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion ,66000,112000,Cupertino, CA,Santa Clara, CA,47,89000,Junior
Data Scientist,4.1,Kforce,10000+,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 - $2 billion ,66000,112000,Tampa, FL,Fairfax, VA,57,89000,Junior
Sr. Data Scientist,3.5,Evolve Vacation Rental,201-500,2011,Company - Private,Travel Agencies,Travel & Tourism,N/A,66000,112000,Denver, CO,Denver, CO,12,89000,Junior
"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,501-1000,2010,Company - Private,IT Services,Information Technology,$100 - $500 million ,66000,112000,Reston, VA,Fort Belvoir, VA,13,89000,Senior
Data Science Analyst,4.4,OppLoans,201-500,2012,Company - Private,Lending,Finance,$100 - $500 million ,66000,112000,Chicago, IL,Chicago, IL,11,89000,Junior
Data Scientist,3.8,AgreeYa Solutions,1001-5000,1999,Company - Private,IT Services,Information Technology,$50 - $100 million ,66000,112000,Folsom, CA,Thousand Oaks, CA,24,89000,Junior
Data Scientist,3.7,Carolina Power & Light Co,5001-10000,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",N/A,66000,112000,Raleigh, NC,McLean, VA,115,89000,Junior
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,3.9,Southwest Research Institute,1001-5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million - $1 billion ,66000,112000,San Antonio, TX,San Antonio, TX,76,89000,Junior
Data Scientist,3.9,Brillient,501-1000,2006,Company - Private,IT Services,Information Technology,$25 - $50 million ,66000,112000,Reston, VA,Silver Spring, MD,17,89000,Junior
Data Modeler (Analytical Systems),3.7,MassMutual,5001-10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,66000,112000,Springfield, MA,Boston, MA,172,89000,Junior
Data Scientist,4.6,HAN IT Staffing Inc.,51-200,2012,Company - Private,IT Services,Information Technology,N/A,66000,112000,Totowa, NJ,New York, NY,11,89000,Junior
Data Scientist,3.4,Infinitive Inc,201-500,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 - $25 million ,66000,112000,Cedar Rapids, IA,McLean, VA,26,89000,Junior
"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,10000+,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion ,66000,112000,Hartford, CT,Hartford, CT,170,89000,Junior
Data Scientist 3 (718),3.3,Amyris,201-500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,128000,201000,Emeryville, CA,Emeryville, CA,20,164500,Junior
Data Scientist,4.3,Lightspeed Systems,51-200,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 - $50 million ,128000,201000,Austin, TX,Austin, TX,24,164500,Junior
Senior Data Scientist,3.9,Thumbtack,501-1000,2009,Company - Private,Internet,Information Technology,N/A,128000,201000,San Francisco, CA,San Francisco, CA,14,164500,Senior
Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,1001-5000,2011,Subsidiary or Business Segment,Internet,Information Technology,N/A,128000,201000,San Francisco, CA,San Francisco, CA,12,164500,Senior
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),4.7,New Relic,1001-5000,2008,Company - Public,Computer Hardware & Software,Information Technology,$100 - $500 million ,128000,201000,San Francisco, CA,Portland, OR,15,164500,Junior
IT Partner Digital Health Technology and Data Science,3.6,Biogen,5001-10000,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,128000,201000,Cambridge, MA,Cambridge, MA,45,164500,Junior
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,501-1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,128000,201000,Chicago, IL,Redwood City, CA,8,164500,Senior
Data Scientist,3.3,ICW Group,501-1000,1972,Company - Private,Insurance Carriers,Insurance,$500 million - $1 billion ,128000,201000,San Diego, CA,San Diego, CA,51,164500,Junior
Clinical Data Analyst,3.8,NYSTEC,51-200,1996,Nonprofit Organization,Consulting,Business Services,$25 - $50 million ,128000,201000,Rome, NY,New York, NY,27,164500,Junior
Data Scientist,4.5,E3 Federal Solutions,501-1000,2004,Company - Private,Consulting,Business Services,N/A,128000,201000,McLean, VA,Chantilly, VA,19,164500,Junior
Data Engineer,4.5,Kingfisher Systems,51-200,2005,Company - Private,Federal Agencies,Government,$25 - $50 million ,128000,201000,Falls Church, VA,Falls Church, VA,18,164500,Junior
Data Scientist Technical Specialist,3.4,Peraton,1001-5000,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 - $2 billion ,128000,201000,Herndon, VA,Chantilly, VA,6,164500,Junior
Senior Data Scientist,3.1,Group O,1001-5000,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million - $1 billion ,128000,201000,Milan, IL,Chicago, IL,49,164500,Senior
Data Science Manager,4.0,Autodesk,5001-10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,128000,201000,San Rafael, CA,San Francisco, CA,41,164500,Junior
Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,501-1000,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,128000,201000,Chicago, IL,Chicago, IL,8,164500,Junior
Big Data Engineer,4.1,CaptiveAire,1001-5000,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 - $500 million ,128000,201000,Raleigh, NC,Raleigh, NC,47,164500,Junior
Data Architect,4.2,LSQ,51-200,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 - $500 million ,128000,201000,Orlando, FL,Orlando, FL,27,164500,Junior
Aviation AI/ML Data Scientist,3.3,MITRE,5001-10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 - $2 billion ,128000,201000,Bedford, MA,McLean, VA,65,164500,Junior
Data Scientist,3.9,Mars,10000+,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion ,138000,158000,Mc Lean, VA,United States,,112,148000,Junior
Data Scientist / Applied Mathematician,4.5,"Fullpower Technologies, Inc.",51-200,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 - $25 million ,138000,158000,Santa Cruz, CA,Santa Cruz, CA,20,148000,Junior
"Machine Learning Engineer, Sr.",4.2,AeroVironment,501-1000,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 - $500 million ,138000,158000,Simi Valley, CA,Simi Valley, CA,52,148000,Junior
Weapons and Sensors Engineer/Scientist,4.0,Dynetics,1001-5000,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 - $500 million ,138000,158000,Huntsville, AL,Huntsville, AL,49,148000,Junior
Applied Computer Scientist,4.5,Systems & Technology Research,201-500,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 - $500 million ,138000,158000,Woburn, MA,Woburn, MA,13,148000,Junior
Senior Data Analyst,4.5,Novetta,501-1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 - $500 million ,138000,158000,Mc Lean, VA,Herndon, VA,11,148000,Senior
Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,10000+,1933,Other Organization,Banks & Credit Unions,Finance,N/A,138000,158000,Vienna, VA,Merrifield, VA,90,148000,Junior
"Vice President, Biometrics and Clinical Data Management",4.8,Alector,51-200,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,N/A,138000,158000,South San Francisco, CA,South San Francisco, CA,10,148000,Junior
Enterprise Data Analyst (Enterprise Portfolio Management Office),3.9,Navy Federal Credit Union,10000+,1933,Other Organization,Banks & Credit Unions,Finance,N/A,138000,158000,Vienna, VA,Merrifield, VA,90,148000,Junior
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,5001-10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion ,138000,158000,Winston-Salem, NC,Winston-Salem, NC,148,148000,Senior
Lead Data Scientist – Network Analysis and Control,3.3,MITRE,5001-10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 - $2 billion ,138000,158000,Bedford, MA,Bedford, MA,65,148000,Junior
Senior Machine Learning Engineer,5.0,LifeOmic,51-200,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,138000,158000,Indianapolis, IN,Raleigh, NC,7,148000,Senior
Data Engineer,3.4,Spectrum Communications and Consulting,51-200,1992,Company - Private,Advertising & Marketing,Business Services,$10 - $25 million ,138000,158000,Chicago, IL,Chicago, IL,31,148000,Junior
Developer III - Data Science,3.3,Inland Empire Health Plan,1001-5000,1996,Company - Public,Health Care Services & Hospitals,Health Care,$1 - $2 billion ,138000,158000,Rancho Cucamonga, CA,Rancho Cucamonga, CA,27,148000,Junior
Senior Data Engineer,2.9,Affinity Solutions,51-200,1998,Company - Private,Advertising & Marketing,Business Services,N/A,138000,158000,New York, NY,New York, NY,25,148000,Senior
Hydrogen/Tritium Materials Scientist (Experienced),3.8,Sandia National Laboratories,10000+,1949,Government,Federal Agencies,Government,$2 - $5 billion ,138000,158000,Albuquerque, NM,Livermore, CA,74,148000,Junior
Patient Safety- Associate Data Scientist,4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,80000,132000,Cambridge, United Kingdom,Gaithersburg, MD,110,106000,Junior
Senior Data Scientist,4.0,Autodesk,5001-10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 - $5 billion ,80000,132000,San Rafael, CA,San Francisco, CA,41,106000,Senior
Data Scientist,3.4,USI,1001-5000,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 - $500 million ,80000,132000,Saint Paul, MN,Southfield, MI,25,106000,Junior
Data Scientist,3.9,GSK,10000+,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,80000,132000,Brentford, United Kingdom,Collegeville, PA,193,106000,Junior
Data Scientist,3.8,CIA,Unknown,1947,Government,Federal Agencies,Government,N/A,80000,132000,Langley, VA,Washington, DC,76,106000,Junior
Data Scientist,4.5,Maven Wave Partners,201-500,2008,Company - Private,Consulting,Business Services,$50 - $100 million ,80000,132000,Chicago, IL,Chicago, IL,15,106000,Junior
Data Scientist,4.3,Ovative Group,51-200,2009,Company - Private,Advertising & Marketing,Business Services,$10 - $25 million ,80000,132000,Minneapolis, MN,Minneapolis, MN,14,106000,Junior
Data Scientist,2.9,Envision Healthcare,10000+,2005,Company - Private,Health Care Services & Hospitals,Health Care,N/A,80000,132000,Nashville, TN,Nashville, TN,18,106000,Junior
Data Scientist,2.9,"Pragmatics, Inc.",201-500,1985,Company - Private,IT Services,Information Technology,$100 - $500 million ,80000,132000,Reston, VA,United States,,38,106000,Junior
Data Scientist,3.2,ConsumerTrack,51-200,2004,Company - Private,Internet,Information Technology,$25 - $50 million ,80000,132000,Los Angeles, CA,California,,19,106000,Junior
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,5001-10000,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 - $2 billion ,80000,132000,Laurel, MD,Laurel, MD,81,106000,Junior
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,1-50,2011,Company - Private,IT Services,Information Technology,$1 - $5 million ,80000,132000,Woodbine, MD,Annapolis Junction, MD,12,106000,Junior
Data Scientist,3.5,Crossover Health,1-50,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 - $5 million ,80000,132000,Aliso Viejo, CA,San Clemente, CA,13,106000,Junior
Data Scientist,4.4,Meridian Knowledge Solutions,51-200,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 - $500 million ,80000,132000,Reston, VA,Washington, DC,26,106000,Junior
Data Scientist,4.2,UST Global,10000+,1999,Company - Private,IT Services,Information Technology,$1 - $2 billion ,80000,132000,Aliso Viejo, CA,Atlanta, GA,24,106000,Junior
Data Scientist,3.4,Trident Systems Inc,51-200,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 - $50 million ,80000,132000,Fairfax, VA,Fairfax, VA,38,106000,Junior
(Sr.) Data Scientist -,3.6,Merrick Bank,201-500,1997,Company - Private,Banks & Credit Unions,Finance,N/A,87000,141000,South Jordan, UT,Utah,,26,114000,Junior
Senior Data Scientist,4.2,ManTech,5001-10000,1968,Company - Public,Research & Development,Business Services,$1 - $2 billion ,87000,141000,Herndon, VA,Alexandria, VA,55,114000,Senior
Data Scientist,3.2,First Health Group,10000+,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion ,87000,141000,Bethesda, MD,Wellesley, MA,170,114000,Junior
Data Scientist,2.8,"Progress Rail, A Caterpillar Company",1001-5000,1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 - $5 billion ,87000,141000,Albertville, AL,Fort Worth, TX,40,114000,Junior
Data Scientist,4.2,UST Global,10000+,1999,Company - Private,IT Services,Information Technology,$1 - $2 billion ,87000,141000,Aliso Viejo, CA,Atlanta, GA,24,114000,Junior
Data Scientist,4.5,Axiologic Solutions,51-200,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,N/A,87000,141000,Fairfax, VA,Alexandria, VA,14,114000,Junior
Data Scientist,3.0,Indigo Slate,51-200,2006,Company - Private,Consulting,Business Services,$10 - $25 million ,87000,141000,Bellevue, WA,Bellevue, WA,17,114000,Junior
Data Scientist,3.3,Cubic,5001-10000,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 - $2 billion ,87000,141000,San Diego, CA,United States,,72,114000,Junior
Data Engineer,3.5,Alignment Healthcare,501-1000,2013,Company - Private,Health Care Services & Hospitals,Health Care,N/A,87000,141000,Orange, CA,Orange, CA,10,114000,Junior
Data Scientist,3.5,WGSN,1-50,1998,Company - Private,Consulting,Business Services,$50 - $100 million ,87000,141000,New York, NY,Baltimore, MD,25,114000,Junior
Data Scientist,3.6,"ISYS Technologies, Inc.",51-200,1990,Company - Private,Computer Hardware & Software,Information Technology,$10 - $25 million ,87000,141000,Littleton, CO,Herndon, VA,33,114000,Junior
Data Scientist,3.0,TransVoyant,51-200,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,87000,141000,Alexandria, VA,Alexandria, VA,11,114000,Junior
Data Scientist/Data Analytics Practitioner,4.0,Noblis,1001-5000,1996,Nonprofit Organization,Consulting,Business Services,$100 - $500 million ,87000,141000,Reston, VA,Bridgeport, WV,27,114000,Junior
Data Scientist,4.6,Murray Resources,1-50,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 - $25 million ,87000,141000,Houston, TX,The Woodlands, TX,35,114000,Junior
Data Scientist,4.3,Geotab,1001-5000,2000,Company - Private,Computer Hardware & Software,Information Technology,$100 - $500 million ,87000,141000,Oakville, Canada,Oakville, CA,23,114000,Junior
Data Scientist,4.7,CRS Group,51-200,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 - $25 million ,87000,141000,Itasca, IL,Chicago, IL,29,114000,Junior
Data Scientist,3.7,EGlobalTech,201-500,2004,Company - Private,IT Services,Information Technology,N/A,87000,141000,Vienna, VA,Arlington, VA,19,114000,Junior
"Data Scientist, Kinship - NYC/Portland",3.9,Mars,10000+,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion ,92000,155000,Mc Lean, VA,New York, NY,112,123500,Junior
Data Scientist,4.9,Avlino,1-50,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million ,92000,155000,Holmdel, NJ,New Jersey,,10,123500,Junior
Data Scientist,2.5,KeHE Distributors,5001-10000,1954,Company - Private,Wholesale,Business Services,N/A,92000,155000,Naperville, IL,Naperville, IL,69,123500,Junior
Data Scientist,3.5,Blackstone Talent Group,51-200,1998,Company - Private,Consulting,Business Services,$25 - $50 million ,92000,155000,San Francisco, CA,San Francisco, CA,25,123500,Junior
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,1-50,2011,Company - Private,IT Services,Information Technology,$1 - $5 million ,92000,155000,Woodbine, MD,Baltimore, MD,12,123500,Junior
Data Scientist,3.0,Moxie Software,51-200,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,N/A,92000,155000,San Bruno, CA,Bellevue, WA,24,123500,Junior
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,1-50,1987,Company - Private,Staffing & Outsourcing,Business Services,N/A,92000,155000,Coconut Creek, FL,New York, NY,36,123500,Junior
Data Engineer,3.3,Americo Life,201-500,1992,Company - Private,Insurance Carriers,Insurance,$100 - $500 million ,92000,155000,Kansas City, MO,Kansas City, MO,31,123500,Junior
Data Scientist,3.3,Tokio Marine HCC,1001-5000,1974,Company - Private,Insurance Carriers,Insurance,N/A,92000,155000,Houston, TX,Houston, TX,49,123500,Junior
Data Scientist,3.5,CACI International,10000+,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 - $5 billion ,92000,155000,Arlington, VA,Chantilly, VA,61,123500,Junior
"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,Apple,10000+,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion ,92000,155000,Cupertino, CA,Santa Clara, CA,47,123500,Junior
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1001-5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million - $1 billion ,92000,155000,San Antonio, TX,Oklahoma City, OK,76,123500,Junior
Data Scientist,4.7,Compass Consulting Group,51-200,2008,Company - Private,Consulting,Business Services,N/A,92000,155000,Danville, CA,Thousand Oaks, CA,15,123500,Junior
Data Science Software Engineer,4.8,Klaviyo,201-500,2012,Company - Private,Computer Hardware & Software,Information Technology,N/A,92000,155000,Boston, MA,Boston, MA,11,123500,Junior
AI Ops Data Scientist,4.0,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,92000,155000,Cambridge, United Kingdom,Gaithersburg, MD,110,123500,Junior
Senior Data Scientist,3.8,GutCheck,51-200,2009,Company - Private,Advertising & Marketing,Business Services,$10 - $25 million ,105000,167000,Denver, CO,Denver, CO,14,136000,Senior
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,5001-10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 - $5 billion ,105000,167000,Sunnyvale, CA,Cupertino, CA,27,136000,Junior
Data Scientist,2.7,Hexagon US Federal,51-200,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,N/A,105000,167000,Chantilly, VA,Lexington Park, MD,13,136000,Junior
Data Scientist,3.8,"Aveshka, Inc.",51-200,2010,Company - Public,IT Services,Information Technology,$10 - $25 million ,105000,167000,Arlington, VA,Washington, DC,13,136000,Junior
Data Scientist,3.2,Perspecta,10000+,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,N/A,105000,167000,Chantilly, VA,Adelphi, MD,5,136000,Junior
Data Scientist,4.1,A-Line Staffing Solutions,501-1000,2004,Company - Private,Staffing & Outsourcing,Business Services,N/A,105000,167000,Utica, MI,Durham, NC,19,136000,Junior
Data Scientist,3.8,"Criterion Systems, Inc.",201-500,2005,Company - Private,IT Services,Information Technology,$50 - $100 million ,105000,167000,Vienna, VA,Vienna, VA,18,136000,Junior
Data Scientist,4.0,Foundation Medicine,1001-5000,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 - $500 million ,105000,167000,Cambridge, MA,Boston, MA,13,136000,Junior
Data Scientist,3.6,TRANZACT,1001-5000,1989,Company - Private,Advertising & Marketing,Business Services,N/A,105000,167000,Fort Lee, NJ,Fort Lee, NJ,34,136000,Junior
Data Scientist,2.7,1-800-Flowers,1001-5000,1976,Company - Public,Wholesale,Business Services,$1 - $2 billion ,105000,167000,Carle Place, NY,New York, NY,47,136000,Junior
